Cleanup Name,Location Address,City Name,State Code,Postal Code,County Name,EPA ID,Brownfields Link CSV,RCRA CSV,Superfund Link CSV,ECHO Link CSV,Response Link CSV,RE-Powering CSV,FRS Link CSV,Map Site CSV
3701 W. OGDAN,3701 W. OGDAN,CHICAGO,IL,60623,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:13882",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110039545203,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.85339 -87.7179
951 W. HURON,951 W. HURON,CHICAGO,IL,60642,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:144453",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::38808,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110054146606,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.89501 -87.65208
DAVID CHEMICAL SITE US EPA CO,4650 W 5TH AVE,CHICAGO,IL,60644,COOK COUNTY,IL0000382119,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0507535,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110068070143,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.868611 -87.740833
"SHERWIN WILLIAMS COMPANY, THE",11541 SOUTH CHAMPLAIN AVENUE,CHICAGO,IL,60628,COOK,ILD005456439,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:ILD005456439,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0500202,https://echo.epa.gov/detailed-facility-report?fid=110000434913,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::963,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000434913,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.684283 -87.607018
LIQUID DYNAMICS,655 E 114TH ST,CHICAGO,IL,60628,COOK,ILD980824882,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0500766,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000612560,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.686944 -87.606944
US GOVERNMENT DEA,1716 W PERISHING RD,CHICAGO,IL,60609,COOK,ILR000038166,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0507843,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110005955403,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.823689 -87.668697
SUN MACHINE PARTS,10655 TORRENCE AVENUE,CHICAGO,IL,60617,COOK,ILD001994722,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0507728,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009282695,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.703611 -87.559444
A CHEMICAL COMPANY,1326 NORTH WESTERN AVENUE,CHICAGO,IL,60622,COOK,ILD981952534,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0501097,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009283845,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.905556 -87.6875
FORRESTVILLE MERCURY SPILL,FORRESTVILLE AVE & 43RD ST.,CHICAGO,IL,60653,COOK,ILN000508131,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0508131,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009284087,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.816389 -87.613056
MAY FIELD MERCURY SITE,6152 S. MAY FIELD,CHICAGO,IL,60638,COOK,ILN000508171,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0508171,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110013803900,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.780556 -87.769167
THE LINDSAY LIGHT COMPANY,161 EAST GRAND AVE,CHICAGO,IL,60611,COOK,ILN000509092,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0509092,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110017352452,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.89186 -87.623449
SOUTH GREENWOOD AVENUE SITE,8849-59 SOUTH GREENWOOD AVENUE,CHICAGO,IL,60619,COOK,ILN000510239,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0510239,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110032630133,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.734272 -87.597343
BOYCE PARK,4174 S UNION AVE,CHICAGO,IL,60609,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:13887",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110037387994,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.819116 -87.643364
9705 S. COTTAGE GROVE,9705 S. COTTAGE GROVE,CHICAGO,IL,60628,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:88281",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::36415,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038737276,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.71797 -87.604118
SCOTT PETERSON MEATS,4532-52 WEST ADAMS STREET,CHICAGO,IL,60624,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:13881",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110039544874,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.877758 -87.738686
PARK BOULEVARD,3600-3640 SOUTH STATE STREET,CHICAGO,IL,60609,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:139344",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::38662,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110046368480,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.82923 -87.62651
40TH PLACE AND WALLACE,4007 S WALLACE ST,CHICAGO,IL,60609,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:144446",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::38801,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110054146599,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.82108 -87.64098
WEST HOLLYWOOD MERCURY SPILL,4355 W. HOLLYWOOD,CHICAGO,IL,60646,COOK,ILN000504748,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0504748,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110067038299,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.984254 -87.738035
CHICAGO RIVER MYSTERY SHEEN,SOUTH WACKER DRIVE BETWEEN WEST ADAMS,CHICAGO,IL,60604,COOK,ILN000510727,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0510727,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110067350814,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.878336 -87.637502
FOCAL POINT,3250 S. KEDZIE AVENUE,CHICAGO,IL,60632,COOK COUNTY,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:212901",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::40842,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110067659910,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.83403 -87.70471
WEST ROSEDALE AVENUE MERCURY SITE,1349 W ROSEDALE AVE,CHICAGO,IL,60660,COOK,ILN000507830,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0507830,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070126201,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.988741 -87.664532
HARDING AVE MERCURY SPILL,1328 N HARDING AVE,CHICAGO,IL,60628,COOK,ILN000507887,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0507887,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070224680,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.905261 -87.725311
127TH STREET SOIL SITE,12710 S. CARONDOLET AVE.,CHICAGO,IL,60633,COOK COUNTY,ILN000511842,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0511842,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070681302,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH: 
STANDARD SCRAP METAL COMPANY,4004 SOUTH WENTWORTH AVENUE,CHICAGO,IL,60609,COOK,ILD045698263,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0506344,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110071101954,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.821944 -87.631944
SOUTH GREENWOOD SITE,8849-59 South Greenwood Avenue,CHICAGO,IL,60619,Cook,,,,,,http://www.epaosc.org/greenwood,,,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.734272 -87.597343
WEST HOLLYWOOD MERCURY SPILL,4355 W. Hollywood,CHICAGO,IL,60646,Cook,,,,,,http://www.epaosc.org/MercurySpill4355WHollywood,,,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.984254 -87.738035
INGERSOLL REMOVAL,1000 W 120th street,CHICAGO,IL,60643,Cook,,,,,,http://www.epaosc.org/IngersollRemoval,,,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.6764 -87.6469
CLEAN HARBORS RECYCLING SERVICES OF CHICAGO LLC,1445 WEST 42ND STREET,CHICAGO,IL,60609,COOK,ILD005450697,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:ILD005450697,,https://echo.epa.gov/detailed-facility-report?fid=110000434192,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::962,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000434192,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.817136 -87.66133
PARK 512 AVENUE PARK,1800 N ASHLAND AVE,CHICAGO,IL,60622,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:164102",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::39559,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110005863100,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.91429 -87.66776
CHICAGO HOMETOWN AWARD - BLOOMINGDALE PARK TRAIL,541 N FAIRBANKS 22ND FL,CHICAGO,IL,60611,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:163846",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::39552,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110005873260,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.89196 -87.62024
PEOPLES GAS NORTH SHORE AVENUE STATION FORMER MGP,6659 NORTH KEDZIE AVENUE,CHICAGO,IL,60645,COOK,ILN000510193,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0510193,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::81602,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110030434340,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:42.002653 -87.707617
3 W 114TH ST,3 W 114TH ST,CHICAGO,IL,60628,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:133623",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::38391,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110044215435,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.68713 -87.623027
WHITNEY YOUNG LIBRARY REPLACEMENT SITE 1,415-417 EAST 79TH STREET,CHICAGO,IL,60619,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:168022",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::39725,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110063010931,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.75111 -87.61419
35TH PLACE ABANDONED TRAILER,4000 W. 35TH PLACE,CHICAGO,IL,60632,COOK,ILN000506351,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0506351,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110071101955,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.830306 -87.724226
PEOPLES GAS LIGHT & COKE - DIVISION ST,1241 W DIVISION STREET & ELSTON AVENUE,CHICAGO,IL,60622,COOK,ILD982074783,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0505487,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::81599,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110071101191,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.895 -87.676667
2500 LOOMIS VENTURE LLC,2500 SOUTH LOOMIS ST,CHICAGO,IL,60608,COOK,ILD984888586,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0506783,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110005912646,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.849167 -87.660833
J PITT MELT SHOP,3151 SOUTH CALIFORNIA AVENUE,CHICAGO,IL,60608,COOK,ILN000508169,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0508169,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110006819416,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.835278 -87.695
LINDSAY LIGHT II,316 EAST ILLINOIS,CHICAGO,IL,60611,COOK,IL0000002212,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0507289,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009280045,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.89194 -87.62
PULLMAN SEWAGE FARM,130TH ST & INDIANA,CHICAGO,IL,60643,COOK,ILD981959208,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0501149,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009283890,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.659444 -87.616944
ELECTRO FINISHERS INC,1662 WEST FULLERTON AVENUE,CHICAGO,IL,60614,COOK,ILN000508159,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0508159,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009326498,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.926 -87.671194
PEOPLES GAS LIGHT & COKE NORTH STA,N. CROSBY & W. DIVISION & W. HOBBIE ST,CHICAGO,IL,60610,COOK,ILD982074775,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0505488,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::81600,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009326700,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.903889 -87.646667
UNNAMED PARCEL SITE,1/2 MILE EAST OF LAKE CALUMET,CHICAGO,IL,60633,MILWAUKEE,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:10655",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::34189,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110015331826,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.6734 -87.5591
MASON STREET MERCURY,335 NORTH MASON STREET,CHICAGO,IL,60644,COOK,ILN000509196,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0509196,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110017945704,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.886192 -87.773302
3042 WEST CHICAGO AVENUE,3042 WEST CHICAGO AVENUE,CHICAGO,IL,60622,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:13878",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110039531174,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.895622 -87.703135
CUNEO PRESS,2201-2300 S. GROVE STREET,CHICAGO,IL,60609,COOK,ILD990786261,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0507559,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110039531272,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.876667 -87.626667
SUN MACHINE PARTS,122 LA SALLE ST N,CHICAGO,IL,60602,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:13885",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110039531316,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.88383 -87.63245
PARNELL PLACE,76TH &  PARNELL,CHICAGO,IL,60620,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:13892",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110039531548,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.75617 -87.63839
136TH STREET DRUM,340 EAST 136TH STREET,CHICAGO,IL,60827,COOK,ILN000510396,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0510396,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110039511971,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.647839 -87.615409
PHYTO TEST PLOT GARDEN - CSU,9821 S. COTTAGE GROVE AVE,CHICAGO,IL,60628,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:111303",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::37424,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110043082142,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.71598 -87.60458
SPECIFIED PLATING CO,320 N HARDING AVE,CHICAGO,IL,60624,COOK,ILT180011611,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0509202,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110054833702,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH: 
WEST PULLMAN PCB SPILL SITE,1174 WEST 120TH STREET,CHICAGO,IL,60643,COOK,ILN000506040,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0506040,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110067037959,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.67614 -87.650694
LAKE CALUMET CLUSTER,122ND STREET AND STONY ISLAND AVENUE,CHICAGO,IL,60633,COOK,ILD000716852,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0500078,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::81506,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064146525,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.679444 -87.568889
650 WEST 83RD STREET,650 WEST 83RD STREET,CHICAGO,IL,60620,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:237635",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070789945,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.743807 -87.641392
35TH PLACE ABANDONED TRAILER,4000 W 35th Place,CHICAGO,IL,60632,Cook,,,,,,http://www.epaosc.org/35thplace,,,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.830307 -87.724226
ACME CHICAGO COKE SITE,11236 South Torrence Avenue,CHICAGO,IL,,Cook,,,,,,http://www.epaosc.org/acmecoke,,,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.6917 -87.5597
GOR DRUM SITE,6147 West 65th Street,CHICAGO,IL,,Cook,,,,,,http://www.epaosc.org/gordrum,,,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.7739 -87.7758
CRESCENT PLATING SITE,3650 West Armitage Avenue,CHICAGO,IL,60647,Cook,,,,,,http://www.epaosc.org/CrescentPlating,,,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.9172 -87.7186
NORTHWESTERN PLATING WORKS SITE,3114 S. Kolin Ave,CHICAGO,IL,60623,Cook,,,,,,http://www.epaosc.org/northwesternplating,,,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.8364 -87.7328
CSX PCBDERAILMENT,83rd and Maplewood,CHICAGO,IL,60606,Cook,,,,,,http://www.epaosc.org/CSXPCBDerailment,,,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.742752 -87.6864
